model,model_year,engine_hp,engine_cylinders,driven_wheels,number_of_doors,highway_mpg,city_mpg,popularity,msrp,maker_name,type_name,transmission_type_name,vehicle_size_name,vehicle_style_name,cost_per_unit,units_sold,profit_per_unit
Avenger,2012,283.0,6.0,1,4.0,29,19,1851,23995,7,3,0,2,2,21960.23,874638,2034.77
Boxster,2016,330.0,6.0,0,2.0,26,19,1715,74600,12,0,1,0,0,62664.34,29001,11935.66
3,2015,155.0,4.0,1,4.0,41,29,586,16945,2,1,1,0,2,15385.69,888421,1559.31
C/K 1500 Series,1997,200.0,6.0,2,2.0,18,14,1385,3046,5,1,1,1,4,2805.25,719468,240.75
Crossfire,2006,215.0,6.0,0,2.0,23,15,1013,34185,6,0,1,0,0,30119.27,877231,4065.73
Crosstour,2015,278.0,6.0,3,4.0,28,19,2202,35290,3,1,0,2,7,31454.57,788368,3835.43
Crown Victoria,2011,239.0,8.0,0,4.0,24,16,5657,29905,8,3,0,1,2,26527.0,902966,3378.0
Dakota,2009,210.0,6.0,0,4.0,20,15,1851,22560,7,1,0,0,4,20731.37,915689,1828.63
Classic,2005,140.0,4.0,1,4.0,31,22,1385,19690,5,1,0,2,2,17548.65,769820,2141.35
Corolla,2017,132.0,4.0,1,4.0,36,28,2031,18500,13,1,0,0,2,16708.3,841716,1791.7
FJ Cruiser,2014,260.0,6.0,2,4.0,20,17,2031,29270,13,1,0,2,11,27214.19,699471,2055.81
Frontier,2015,152.0,4.0,0,4.0,23,19,2009,17990,0,1,1,0,4,16696.44,767881,1293.56
HHR,2010,155.0,4.0,1,4.0,32,22,1385,18720,5,3,1,0,12,16793.23,847297,1926.77
ILX,2017,201.0,4.0,1,4.0,35,25,204,29290,28,2,2,0,2,26008.45,728319,3281.55
Juke,2015,188.0,4.0,3,4.0,31,26,2009,26940,0,2,0,0,7,24954.61,832355,1985.39
350Z,2008,306.0,6.0,0,2.0,24,17,2009,37740,0,1,0,0,1,34281.97,912206,3458.03
5,2014,157.0,4.0,1,4.0,28,22,586,24670,2,1,0,0,8,22596.71,903372,2073.29
Camaro,2017,650.0,8.0,0,2.0,20,14,1385,61140,5,0,1,2,1,50326.68,24843,10813.32
Civic del Sol,1996,106.0,4.0,1,2.0,35,29,2202,2000,3,1,1,0,1,1827.96,819654,172.04
Eldorado,2000,300.0,8.0,1,2.0,25,15,1624,3257,10,1,0,1,1,2886.72,813136,370.28
FJ Cruiser,2013,260.0,6.0,2,4.0,20,17,2031,28620,13,1,0,2,11,25338.73,730942,3281.27
Frontier,2015,261.0,6.0,2,4.0,21,15,2009,28050,0,1,0,0,9,24989.55,864419,3060.45
100,1992,172.0,6.0,3,4.0,20,16,3105,2000,9,1,0,2,12,1825.74,891751,174.26
4 Series,2017,320.0,6.0,3,2.0,31,21,3916,50500,20,2,0,2,1,43541.02,510816,6958.98
A4,2017,190.0,4.0,1,4.0,37,27,3105,37850,9,2,2,2,2,33508.36,830468,4341.64
Accent,2016,137.0,4.0,1,4.0,37,26,1439,17495,19,1,0,0,7,16161.96,705808,1333.04
Beetle,2015,170.0,4.0,1,2.0,33,25,873,26195,4,1,0,0,5,23062.66,866594,3132.34
Cavalier,2003,140.0,4.0,1,4.0,30,22,1385,17030,5,1,1,0,2,15222.57,721854,1807.43
2,2013,100.0,4.0,1,4.0,35,29,586,16210,2,1,1,0,7,14577.4,860394,1632.6
Camry Solara,2007,210.0,6.0,1,2.0,26,18,2031,30460,13,1,0,2,0,27471.48,858267,2988.52
Camry,2017,178.0,4.0,1,4.0,33,24,2031,26310,13,1,0,2,2,23961.13,878106,2348.87
Civic,2016,158.0,4.0,1,4.0,41,31,2202,22040,3,1,0,2,2,19496.46,825478,2543.54
Equator,2011,261.0,6.0,2,4.0,19,14,481,25979,23,1,0,0,4,22992.62,866611,2986.38
F-150,2016,385.0,8.0,0,4.0,22,15,5657,50350,8,3,0,1,9,43279.64,475935,7070.36
FR-S,2014,200.0,4.0,0,2.0,34,25,105,25800,31,0,0,0,1,23829.55,806637,1970.45
9-7X,2009,300.0,8.0,3,4.0,20,14,376,45345,24,1,0,2,11,39214.55,447247,6130.45
Aerostar,1996,140.0,6.0,0,3.0,21,15,5657,2000,8,1,0,2,8,1824.19,854325,175.81
Beetle Convertible,2014,170.0,4.0,1,2.0,32,24,873,25170,4,1,0,0,0,22534.46,849670,2635.54
Celica,2004,180.0,4.0,1,2.0,28,22,2031,24810,13,0,0,0,5,22371.44,695760,2438.56
Highlander,2016,270.0,6.0,1,4.0,25,19,2031,40915,13,1,0,2,11,35038.4,434395,5876.6
500,2017,101.0,4.0,1,2.0,33,27,819,15990,32,2,0,0,5,14732.51,780854,1257.49
911,2016,560.0,6.0,3,2.0,24,17,1715,194600,12,0,2,0,0,155742.57,669,38857.43
Accord,2017,185.0,4.0,1,2.0,34,26,2202,25875,3,1,0,2,1,23619.02,813107,2255.98
Juke,2016,188.0,4.0,3,4.0,31,26,2009,26940,0,2,0,0,7,24270.7,870683,2669.3
3,2017,184.0,4.0,1,4.0,35,26,586,23445,2,1,0,0,7,21439.22,809733,2005.78
6 Series,2017,315.0,6.0,0,2.0,29,20,3916,85100,20,0,0,2,0,69650.68,21239,15449.32
Accord,2016,185.0,4.0,1,2.0,35,26,2202,28845,3,1,0,2,1,25705.17,820404,3139.83
Accord,2016,185.0,4.0,1,4.0,37,27,2202,24005,3,1,0,2,2,21892.01,803679,2112.99
Colt,1994,113.0,4.0,1,4.0,27,21,535,2000,33,1,1,0,12,1777.78,785257,222.22
Colt,1994,136.0,4.0,1,4.0,25,19,535,2000,33,1,1,0,12,1839.61,909287,160.39
Century,2003,175.0,6.0,1,4.0,26,18,155,21235,34,1,0,2,2,19691.33,721164,1543.67
Century,2004,175.0,6.0,1,4.0,27,18,155,21815,34,1,0,2,2,19640.91,696021,2174.09
CLS-Class,2016,402.0,8.0,3,4.0,25,17,617,76600,18,0,0,2,2,60662.83,72681,15937.17
Contour,2000,170.0,6.0,1,4.0,27,18,5657,2000,8,1,1,2,2,1831.44,821491,168.56
Beetle Convertible,2015,210.0,4.0,1,2.0,29,23,873,35095,4,2,2,0,0,31988.78,860400,3106.22
Beetle Convertible,2015,210.0,4.0,1,2.0,31,23,873,29895,4,2,1,0,0,27097.04,706453,2797.96
Canyon,2012,242.0,5.0,2,2.0,23,17,549,25305,14,1,0,0,3,23154.3,752729,2150.7
Canyon,2015,200.0,4.0,2,4.0,25,19,549,27935,14,1,0,0,4,25933.85,911269,2001.15
Durango,2016,295.0,6.0,3,4.0,25,18,1851,44990,7,1,0,1,11,39450.8,451999,5539.2
E-150,1998,200.0,6.0,0,3.0,17,12,5657,2256,8,1,0,2,6,2048.24,894148,207.76
100,1993,172.0,6.0,3,4.0,21,16,3105,2000,9,1,1,2,2,1816.3,714746,183.7
100,1994,172.0,6.0,3,4.0,22,16,3105,2000,9,1,1,2,2,1852.62,699383,147.38
6,2015,184.0,4.0,1,4.0,40,28,586,29895,2,1,0,2,2,26823.72,807460,3071.28
7 Series,2015,445.0,8.0,0,4.0,25,17,3916,87300,20,0,0,1,2,68874.67,13788,18425.33
A4,2016,220.0,4.0,3,4.0,32,22,3105,39100,9,0,1,2,2,35744.3,889720,3355.7
Acclaim,1993,100.0,4.0,1,4.0,29,22,535,2000,33,1,1,0,2,1764.83,851803,235.17
Accord Crosstour,2010,271.0,6.0,1,4.0,27,18,2202,32570,3,1,0,2,7,29824.47,834605,2745.53
3,2016,155.0,4.0,1,4.0,41,29,586,17845,2,1,1,0,2,16584.85,891450,1260.15
3,2016,155.0,4.0,1,4.0,41,29,586,20045,2,1,1,0,2,18469.4,799264,1575.6
Beetle Convertible,2014,210.0,4.0,1,2.0,29,23,873,34895,4,2,2,0,0,31261.45,713607,3633.55
Beetle Convertible,2014,210.0,4.0,1,2.0,29,23,873,30495,4,2,2,0,0,27427.78,756840,3067.22
350Z,2007,306.0,6.0,0,2.0,23,17,2009,36550,0,1,0,0,0,32659.3,862125,3890.7
Cutlass Ciera,1993,160.0,4.0,1,4.0,28,21,26,2000,26,1,0,2,2,1782.57,815761,217.43
Dakota,2010,210.0,6.0,2,4.0,18,14,1851,28255,7,1,0,0,9,25634.89,839600,2620.11
Beetle Convertible,2015,210.0,4.0,1,2.0,29,23,873,32595,4,2,2,0,0,29346.09,780919,3248.91
Crosstour,2014,278.0,6.0,3,4.0,28,19,2202,35140,3,1,0,2,7,32165.94,820603,2974.06
C/K 1500 Series,1997,230.0,8.0,0,2.0,19,14,1385,2891,5,1,1,1,4,2571.4,813396,319.6
C/K 1500 Series,1997,200.0,6.0,2,2.0,18,14,1385,2541,5,1,1,1,3,2332.05,836348,208.95
E-Series Wagon,2014,255.0,8.0,0,3.0,15,11,5657,36020,8,3,0,2,6,33463.21,769925,2556.79
E-Series Wagon,2014,255.0,8.0,0,3.0,15,11,5657,33560,8,3,0,2,6,29831.1,741445,3728.9
GT-R,2015,600.0,6.0,3,2.0,23,16,2009,149990,0,2,2,2,1,111635.3,643,38354.7
A4,2016,220.0,4.0,3,4.0,32,22,3105,37000,9,0,1,2,2,33218.44,910732,3781.56
Astro Cargo,2004,190.0,6.0,3,3.0,18,14,1385,25195,5,1,0,1,10,22707.35,810549,2487.65
57,2011,620.0,12.0,0,4.0,16,10,67,412000,22,0,0,1,2,299278.03,701,112721.97
599,2011,661.0,12.0,0,2.0,15,11,2774,410000,1,0,2,2,1,306969.93,542,103030.07
B-Series Pickup,1999,160.0,6.0,2,4.0,19,15,586,3696,2,1,1,0,4,3338.49,857309,357.51
B-Series Pickup,1999,160.0,6.0,0,2.0,20,16,586,2870,2,1,1,0,3,2560.78,721817,309.22
Diamante,2004,210.0,6.0,1,4.0,23,15,436,26819,11,0,0,2,2,24581.19,698470,2237.81
Envision,2017,252.0,4.0,3,4.0,26,20,155,42320,34,2,0,2,11,35290.79,505576,7029.21
Esteem,2002,122.0,4.0,1,4.0,31,24,481,14799,23,1,1,0,12,13235.6,906244,1563.4
F430,2008,483.0,8.0,0,2.0,16,11,2774,186925,1,0,1,0,1,143414.95,657,43510.05
Frontier,2017,261.0,6.0,0,4.0,23,16,2009,25200,0,1,0,0,4,23363.33,891191,1836.67
911,2017,370.0,6.0,3,2.0,28,19,1715,108600,12,0,1,0,1,76732.37,348,31867.63
911,2017,420.0,6.0,3,2.0,28,20,1715,110300,12,0,1,0,1,84182.14,643,26117.86
Cobalt,2010,155.0,4.0,1,2.0,37,25,1385,15670,5,1,1,0,1,14145.91,861975,1524.09
Colorado,2012,185.0,4.0,2,4.0,24,18,1385,23030,5,1,1,0,4,20541.44,825210,2488.56
A8,2016,333.0,6.0,3,4.0,28,18,3105,81500,9,0,0,1,2,64257.93,22845,17242.07
Avalon,2016,268.0,6.0,1,4.0,31,21,2031,32650,13,1,0,2,2,30108.12,743509,2541.88
Cayenne,2016,420.0,6.0,3,4.0,24,17,1715,74800,12,0,0,2,11,58770.44,39027,16029.56
Cayman,2015,275.0,6.0,0,2.0,30,20,1715,52600,12,0,1,0,1,44384.92,425745,8215.08
E-150,1996,145.0,6.0,0,3.0,14,12,5657,2000,8,1,0,2,14,1763.73,874182,236.27
E-150,1996,145.0,6.0,0,3.0,14,12,5657,2000,8,1,0,2,14,1793.6,806479,206.4
240SX,1997,155.0,4.0,0,2.0,26,19,2009,3910,0,1,1,0,1,3633.21,694633,276.79
240SX,1997,155.0,4.0,0,2.0,26,19,2009,4107,0,1,1,0,1,3790.76,810935,316.24
Alero,2004,170.0,6.0,1,2.0,27,18,26,21985,26,1,0,2,1,20021.17,781565,1963.83
A3,2015,170.0,4.0,1,2.0,35,24,3105,44050,9,2,2,0,0,37238.08,429746,6811.92
Aspen,2007,235.0,8.0,0,4.0,17,13,1013,30935,6,1,0,1,11,28397.0,842950,2538.0
B9 Tribeca,2007,245.0,6.0,3,4.0,21,16,640,33495,17,0,0,2,11,29592.67,708032,3902.33
Camry Solara,2008,210.0,6.0,1,2.0,27,18,2031,24780,13,1,0,2,1,22093.71,861849,2686.29
Camry Solara,2008,155.0,4.0,1,2.0,31,21,2031,20180,13,1,1,2,1,18031.37,757809,2148.63
300,2015,292.0,6.0,3,4.0,27,18,1013,44895,6,1,0,1,2,37620.94,469698,7274.06
300,2015,292.0,6.0,0,4.0,31,19,1013,42395,6,1,0,1,2,36425.53,497800,5969.47
B-Series Pickup,2000,119.0,4.0,0,2.0,24,20,586,2961,2,1,1,0,4,2725.56,770540,235.44
B-Series Pickup,2000,143.0,6.0,2,4.0,20,15,586,3394,2,3,1,0,4,3045.61,904233,348.39
Cavalier,2005,140.0,4.0,1,4.0,33,23,1385,14610,5,1,1,0,2,13226.76,775753,1383.24
Cobalt,2010,155.0,4.0,1,4.0,37,25,1385,15670,5,1,1,0,2,14334.34,711121,1335.66
CX-5,2016,184.0,4.0,1,4.0,33,26,586,23595,2,1,0,2,11,21827.51,790502,1767.49
CX-7,2011,244.0,4.0,3,4.0,21,17,586,33340,2,2,0,2,11,29729.62,694515,3610.38
Equator,2011,152.0,4.0,0,4.0,22,17,481,22479,23,1,0,0,4,20596.79,739407,1882.21
Equator,2012,152.0,4.0,0,4.0,22,17,481,22799,23,1,0,0,4,20605.06,860476,2193.94
Continental GT,2016,500.0,8.0,3,2.0,24,14,520,218400,21,0,0,2,0,153313.95,290,65086.05
Continental,2001,420.0,8.0,0,2.0,15,10,520,299900,21,0,0,1,1,207043.86,266,92856.14
CTS,2016,268.0,4.0,0,4.0,31,21,1624,45560,10,2,0,1,2,38404.06,486804,7155.94
CTS,2016,268.0,4.0,0,4.0,31,21,1624,51285,10,2,0,1,2,42946.83,430140,8338.17
90,1995,172.0,6.0,1,4.0,24,17,3105,2000,9,1,1,0,2,1767.77,802100,232.23
911,2015,350.0,6.0,0,2.0,27,19,1715,84300,12,0,1,0,1,65825.52,23235,18474.48
Cayenne,2017,520.0,8.0,3,4.0,21,14,1715,116500,12,0,0,2,11,92926.92,700,23573.08
Cayenne,2017,440.0,6.0,3,4.0,23,16,1715,97200,12,0,0,2,11,80227.49,21124,16972.51
3-Sep,2010,207.0,4.0,1,4.0,28,19,376,35340,24,2,0,2,2,31427.0,745450,3913.0
A7,2016,333.0,6.0,3,4.0,30,20,3105,68300,9,0,0,1,2,56851.57,71065,11448.43
Avenger,2013,173.0,4.0,1,4.0,29,21,1851,19795,7,1,0,2,2,17429.36,830532,2365.64
Aveo,2010,108.0,4.0,1,4.0,35,27,1385,11965,5,1,1,0,2,10768.99,905392,1196.01
Crosstour,2014,278.0,6.0,1,4.0,30,20,2202,33690,3,1,0,2,7,30276.85,788130,3413.15
Crosstour,2014,278.0,6.0,3,4.0,28,19,2202,37240,3,1,0,2,7,34332.53,831166,2907.47
ECHO,2003,108.0,4.0,1,2.0,38,30,2031,10245,13,1,1,0,1,9439.82,694523,805.18
CL,2003,260.0,6.0,1,2.0,26,17,204,32700,28,0,1,2,1,30091.7,771056,2608.3
Flex,2015,287.0,6.0,1,4.0,25,18,5657,32100,8,1,0,1,12,28658.94,832974,3441.06
Freestar,2005,,6.0,1,4.0,22,16,5657,21630,8,1,0,2,10,19575.48,808013,2054.52
Freestar,2006,193.0,6.0,1,4.0,22,16,5657,23655,8,1,0,2,8,20925.22,812830,2729.78
Freestar,2006,201.0,6.0,1,4.0,21,15,5657,26615,8,1,0,2,8,24129.77,750867,2485.23
ILX,2015,150.0,4.0,1,4.0,35,24,204,27050,28,2,0,0,2,24849.79,762984,2200.21
ILX,2016,201.0,4.0,1,4.0,36,25,204,34890,28,2,2,0,2,30922.93,845522,3967.07
350Z,2008,306.0,6.0,0,2.0,25,18,2009,36740,0,1,1,0,1,33150.64,832618,3589.36
350Z,2008,306.0,6.0,0,2.0,25,18,2009,28510,0,1,1,0,1,25262.22,894090,3247.78
Altima,2017,179.0,4.0,1,4.0,39,27,2009,28570,0,1,0,2,2,26513.36,709090,2056.64
Armada,2014,317.0,8.0,0,4.0,19,13,2009,42680,0,1,0,1,11,36109.17,444095,6570.83
Cabriolet,1993,94.0,4.0,1,2.0,27,21,873,2000,4,1,1,0,0,1815.74,866754,184.26
Camaro,2016,455.0,8.0,0,2.0,25,16,1385,43300,5,2,1,2,0,36329.0,450166,6971.0
3,2016,155.0,4.0,1,4.0,41,30,586,18895,2,1,0,0,2,16905.55,809515,1989.45
3,2016,155.0,4.0,1,4.0,40,30,586,19595,2,1,0,0,7,17385.55,754587,2209.45
Camry,2015,268.0,6.0,1,4.0,31,21,2031,31370,13,1,0,2,2,28473.69,770674,2896.31
Camry,2015,178.0,4.0,1,4.0,35,25,2031,22970,13,1,0,2,2,21286.03,840776,1683.97
300,2015,292.0,6.0,0,4.0,31,19,1013,31695,6,1,0,1,2,28539.07,888465,3155.93
300,2016,292.0,6.0,3,4.0,27,18,1013,45190,6,1,0,1,2,38398.08,508439,6791.92
Colorado,2012,242.0,5.0,0,4.0,23,17,1385,27490,5,1,0,0,9,24913.98,741703,2576.02
Colorado,2012,185.0,4.0,0,4.0,25,18,1385,19730,5,1,1,0,4,17565.48,765538,2164.52
Canyon,2016,200.0,4.0,0,4.0,26,19,549,23310,14,1,1,0,4,21290.53,704456,2019.47
Cruze,2016,153.0,4.0,1,4.0,42,30,1385,19120,5,1,0,2,2,17300.79,796468,1819.21
CX-7,2012,244.0,4.0,1,4.0,24,18,586,26455,2,2,0,2,11,24278.62,906396,2176.38
Equator,2011,261.0,6.0,2,4.0,19,14,481,28279,23,1,0,0,9,25842.73,878036,2436.27
Equator,2011,152.0,4.0,0,4.0,23,19,481,17595,23,1,1,0,4,15752.21,905985,1842.79
Continental GT,2016,521.0,8.0,3,2.0,25,15,520,210700,21,0,0,2,1,145607.71,411,65092.29
Continental GTC,2014,567.0,12.0,3,2.0,20,12,520,218500,21,7,0,2,0,167934.58,505,50565.42
CTS,2016,335.0,6.0,0,4.0,30,20,1624,58285,10,1,0,1,2,51271.34,479894,7013.66
CTS,2016,335.0,6.0,3,4.0,28,19,1624,60285,10,1,0,1,2,48532.09,43414,11752.91
Corvette,2016,455.0,8.0,0,2.0,29,17,1385,69145,5,2,1,0,0,57954.52,55332,11190.48
Dynasty,1993,100.0,4.0,1,4.0,24,18,1851,2000,7,1,0,2,2,1842.55,844871,157.45
Enclave,2015,288.0,6.0,3,4.0,22,16,155,49305,34,1,0,2,11,41656.41,436457,7648.59
A5,2017,220.0,4.0,3,2.0,32,23,3105,41200,9,5,1,2,1,36194.03,460788,5005.97
Beetle,2015,210.0,4.0,1,2.0,30,24,873,32475,4,2,2,0,5,29725.39,886413,2749.61
Firebird,2002,310.0,8.0,0,2.0,23,16,210,32095,29,0,0,2,0,29312.67,880014,2782.33
Golf,2015,170.0,4.0,1,4.0,36,25,873,20995,4,1,0,0,7,18848.69,908206,2146.31
Escalade ESV,2015,420.0,8.0,0,4.0,21,15,1624,74695,10,3,0,1,11,60577.35,68305,14117.65
F-150,2016,385.0,8.0,2,4.0,21,15,5657,53775,8,3,0,1,9,45307.49,464092,8467.51
Forte,2015,173.0,4.0,1,4.0,33,25,1720,19690,27,1,0,0,7,17951.47,730849,1738.53
G37 Convertible,2010,325.0,6.0,0,2.0,24,16,190,46950,35,0,1,2,0,40102.67,516965,6847.33
GX 470,2007,263.0,8.0,2,4.0,18,14,454,46635,36,1,0,2,11,39222.38,458848,7412.62
DB7,2003,420.0,12.0,0,2.0,18,11,259,156300,37,0,0,0,1,114592.01,624,41707.99
5-Sep,2009,260.0,4.0,1,4.0,27,17,376,40765,24,2,0,2,12,34972.17,496136,5792.83
Alero,2004,140.0,4.0,1,2.0,31,21,26,18485,26,1,0,2,1,16503.8,777927,1981.2
Black Diamond Avalanche,2013,320.0,8.0,0,4.0,21,15,1385,44580,5,3,0,1,9,38052.52,474852,6527.48
Dakota,2008,302.0,8.0,2,4.0,19,14,1851,30760,7,1,0,0,4,27199.0,750558,3561.0
E-Series Wagon,2013,255.0,8.0,0,3.0,15,11,5657,35085,8,3,0,2,6,31864.64,794143,3220.36
allroad quattro,2004,250.0,6.0,3,4.0,21,14,3105,39950,9,1,1,2,12,36026.46,700015,3923.54
CC,2016,200.0,4.0,1,4.0,31,22,873,32670,4,2,2,2,2,29896.67,699846,2773.33
Corvette,2016,460.0,8.0,0,2.0,29,17,1385,74145,5,2,1,0,0,61247.66,71408,12897.34
Charger,2017,485.0,8.0,0,4.0,25,15,1851,44995,7,2,0,1,2,39459.83,427962,5535.17
Continental Flying Spur Speed,2011,600.0,12.0,3,4.0,17,10,520,206600,21,0,0,1,2,164178.22,659,42421.78
ATS Coupe,2015,272.0,4.0,3,2.0,29,20,1624,40445,10,2,0,0,1,33798.35,467938,6646.65
Aviator,2004,302.0,8.0,3,4.0,16,12,61,43240,30,0,0,2,11,36405.77,452275,6834.23
Elantra Coupe,2013,148.0,4.0,1,2.0,37,27,1439,18595,19,1,0,0,1,16571.71,889886,2023.29
Equinox,2017,182.0,4.0,3,4.0,28,20,1385,27260,5,1,0,0,11,24189.88,864016,3070.12
Excel,1993,81.0,4.0,1,2.0,33,25,1439,2000,19,1,1,0,5,1782.2,806042,217.8
CTS,2016,268.0,4.0,0,4.0,31,21,1624,56285,10,2,0,1,2,48370.3,470982,7914.7
90,1995,172.0,6.0,1,4.0,24,17,3105,2000,9,1,1,0,2,1793.36,766286,206.64
911,2015,400.0,6.0,0,2.0,27,19,1715,110800,12,0,1,0,0,88721.89,376,22078.11
BRZ,2015,200.0,4.0,0,2.0,30,22,640,27695,17,0,1,0,1,24686.16,731407,3008.84
BRZ,2017,205.0,4.0,0,2.0,29,21,640,27645,17,0,1,0,1,25321.03,776260,2323.97
3-Sep,2009,280.0,6.0,3,4.0,24,15,376,43605,24,2,0,2,2,37824.99,480050,5780.01
3-Sep,2010,207.0,4.0,1,4.0,31,21,376,30330,24,2,1,0,12,28054.55,755195,2275.45
Aveo,2009,107.0,4.0,1,4.0,34,27,1385,11965,5,1,1,0,2,11047.93,775899,917.07
Aveo,2010,108.0,4.0,1,4.0,35,27,1385,15365,5,1,1,0,7,14259.25,820376,1105.75
350Z,2008,306.0,6.0,0,2.0,24,17,2009,31210,0,1,0,0,1,28754.88,696317,2455.12
57,2010,604.0,12.0,0,4.0,16,10,67,405500,22,0,0,1,2,286120.23,308,119379.77
Altima,2017,270.0,6.0,1,4.0,32,22,2009,27990,0,1,0,2,2,25411.89,905889,2578.11
Armada,2017,390.0,8.0,0,4.0,19,14,2009,44900,0,1,0,1,11,38164.69,496952,6735.31
C-Max Hybrid,2017,188.0,4.0,1,4.0,37,42,5657,27120,8,1,0,0,12,24391.64,718857,2728.36
C70,2013,227.0,5.0,1,2.0,28,19,870,41200,38,1,0,0,0,36166.34,452244,5033.66
3,2017,184.0,4.0,1,4.0,36,27,586,24195,2,1,0,2,2,22237.87,776130,1957.13
3,2017,184.0,4.0,1,4.0,33,25,586,23895,2,1,1,0,7,22108.64,746120,1786.36
911,2016,430.0,6.0,3,2.0,25,18,1715,132800,12,0,1,0,0,101833.35,298,30966.65
911,2016,350.0,6.0,3,2.0,27,19,1715,94800,12,0,1,0,1,74834.35,20048,19965.65
ATS,2016,335.0,6.0,3,4.0,28,19,1624,43340,10,1,0,2,2,36409.44,498299,6930.56
ATS,2016,335.0,6.0,3,4.0,28,19,1624,49210,10,1,0,2,2,42237.42,519655,6972.58
Civic,2015,205.0,4.0,1,4.0,31,22,2202,23290,3,0,1,0,2,21014.86,882200,2275.14
Crosstour,2013,278.0,6.0,3,4.0,28,19,2202,34990,3,1,0,2,7,32075.49,709064,2914.51
Crosstour,2013,192.0,4.0,1,4.0,31,22,2202,30915,3,1,0,2,7,28132.19,800714,2782.81
ECHO,2004,108.0,4.0,1,4.0,38,30,2031,10885,13,1,1,0,2,9905.35,753576,979.65
Challenger,2016,375.0,8.0,0,2.0,23,15,1851,31995,7,1,1,1,1,28257.25,734463,3737.75
Freestar,2005,,6.0,1,4.0,22,16,5657,26530,8,1,0,2,8,23977.92,818355,2552.08
Civic,2017,174.0,4.0,1,4.0,40,31,2202,25300,3,1,0,0,7,23122.49,759711,2177.51
3000GT,1997,320.0,6.0,3,2.0,22,16,436,6008,11,1,1,0,5,5384.79,705272,623.21
300,2015,300.0,6.0,3,4.0,27,18,1013,37570,6,1,0,1,2,34719.3,800400,2850.7
Baja,2006,210.0,4.0,3,4.0,21,16,640,25595,17,0,0,0,9,23773.77,890195,1821.23
Corolla,2015,140.0,4.0,1,4.0,42,30,2031,18965,13,1,0,0,2,16856.77,743799,2108.23
Corolla,2015,140.0,4.0,1,4.0,40,30,2031,19665,13,1,0,0,2,17312.68,898599,2352.32
80,1992,130.0,5.0,1,4.0,24,18,3105,2000,9,1,1,0,2,1856.38,837085,143.62
Accord,2015,185.0,4.0,1,4.0,36,27,2202,25830,3,1,0,2,2,22902.71,911278,2927.29
360,2004,400.0,8.0,0,2.0,15,10,2774,147332,1,0,1,0,1,103144.09,557,44187.91
370Z,2016,350.0,6.0,0,2.0,26,18,2009,45490,0,0,1,0,1,38732.95,467991,6757.05
3,2017,155.0,4.0,1,4.0,37,27,586,20445,2,1,1,2,2,17991.88,905585,2453.12
626,2002,165.0,6.0,1,4.0,25,19,586,19985,2,0,1,2,2,18206.43,865436,1778.57
Accord Hybrid,2014,195.0,4.0,1,4.0,45,50,2202,29155,3,1,0,2,2,25671.65,759786,3483.35
Beetle,2015,210.0,4.0,1,2.0,31,23,873,28675,4,2,1,0,5,25896.69,700169,2778.31
Civic,2017,174.0,4.0,1,4.0,42,32,2202,24800,3,1,0,2,2,22828.07,904401,1971.93
Crosstour,2013,278.0,6.0,3,4.0,28,19,2202,37090,3,1,0,2,7,34048.97,693991,3041.03
Dakota,2008,210.0,6.0,0,4.0,20,15,1851,26935,7,1,0,0,9,23708.12,721819,3226.88
Eclipse Spyder,2012,162.0,4.0,1,2.0,27,20,436,28299,11,1,0,0,0,25188.41,824733,3110.59
Grand Caravan,2015,283.0,6.0,1,4.0,25,17,1851,24245,7,3,0,2,8,22312.6,736040,1932.4
HR-V,2016,141.0,4.0,1,4.0,35,28,2202,20015,3,1,0,0,11,17750.28,776081,2264.72
370Z,2016,332.0,6.0,0,2.0,26,18,2009,37070,0,0,1,0,1,34064.03,843724,3005.97
500,2017,160.0,4.0,1,2.0,33,28,819,21490,32,2,1,0,0,19327.51,740643,2162.49
A3,2017,220.0,4.0,3,2.0,34,25,3105,40300,9,2,2,0,0,34464.99,517579,5835.01
ATS Coupe,2015,321.0,6.0,0,2.0,28,18,1624,48165,10,3,0,0,1,41692.51,433325,6472.49
350Z,2008,306.0,6.0,0,2.0,23,17,2009,39630,0,1,0,0,0,35970.83,898323,3659.17
5,2015,157.0,4.0,1,4.0,28,21,586,24770,2,1,0,0,8,22402.67,729401,2367.33
Accord,2017,278.0,6.0,1,2.0,32,21,2202,33175,3,1,0,2,1,29363.12,789439,3811.88
B-Series Pickup,2000,143.0,6.0,0,4.0,21,16,586,3107,2,3,1,0,4,2871.19,805130,235.81
Envoy,2007,291.0,6.0,2,4.0,20,14,549,32960,14,1,0,2,11,29609.15,870582,3350.85
Esteem,2001,122.0,4.0,1,4.0,30,23,481,14199,23,1,0,0,2,13051.0,831377,1148.0
Fusion,2017,231.0,4.0,1,4.0,31,21,5657,30610,8,1,0,2,2,27407.37,710581,3202.63
Gallardo,2014,550.0,10.0,0,2.0,20,12,1158,191900,25,0,1,0,1,151166.77,642,40733.23
575M,2003,515.0,12.0,0,2.0,15,9,2774,217890,1,0,1,0,1,151053.81,509,66836.19
A3,2016,170.0,4.0,1,2.0,35,24,3105,39300,9,2,2,0,0,36435.11,826335,2864.89
Aviator,2003,302.0,8.0,3,4.0,17,12,61,42435,30,0,0,2,11,36670.88,516534,5764.12
